elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,100,183.1
1,0.0,,72,183.1
2,0.0,,71,183.1
3,0.0,34:58,69,183.7
4,0.0,22:49,70,183.7
5,0.0,18:37,70,183.7
6,0.01,13:49,70,183.7
7,0.01,10:54,70,184.4
8,0.01,10:38,70,184.4
9,0.01,10:28,70,184.4
10,0.01,10:23,70,184.4
11,0.01,10:18,71,184.4
12,0.02,10:14,71,184.4
13,0.02,10:09,72,184.4
14,0.02,10:05,73,184.4
15,0.02,10:00,75,184.4
16,0.02,9:56,77,184.4
17,0.02,10:00,79,184.4
18,0.03,10:05,83,184.4
19,0.03,10:14,87,184.4
20,0.03,10:18,92,184.4
21,0.03,10:23,95,184.4
22,0.03,10:23,100,184.4
23,0.03,10:23,101,185.0
24,0.04,10:18,104,185.0
25,0.04,10:18,107,185.0
26,0.04,10:18,104,185.0
27,0.04,10:18,104,185.0
28,0.04,10:18,105,185.0
29,0.04,10:18,106,185.0
30,0.05,10:18,106,185.0
31,0.05,10:18,107,185.7
32,0.05,10:14,108,185.7
33,0.05,10:14,109,185.7
34,0.05,12:46,113,185.0
35,0.05,16:58,115,185.0
36,0.05,25:18,116,185.0
37,0.05,25:18,117,185.0
38,0.06,12:39,119,185.0
39,0.06,9:43,121,185.7
40,0.06,8:13,121,185.0
41,0.06,7:39,122,185.0
42,0.06,7:53,123,185.0
43,0.06,12:04,124,185.7
44,0.06,14:16,125,185.7
45,0.07,15:04,125,185.7
46,0.07,13:41,126,186.4
47,0.07,13:41,127,186.4
48,0.07,12:32,127,186.4
49,0.07,11:45,128,186.4
50,0.07,12:11,128,186.4
51,0.07,12:46,127,187.0
52,0.07,12:46,128,187.0
53,0.08,14:07,128,187.0
54,0.08,14:07,129,187.0
55,0.08,13:32,128,187.0
56,0.08,13:41,128,187.7
57,0.08,13:49,128,187.7
58,0.08,13:41,129,187.7
59,0.08,13:49,129,188.3
60,0.08,14:07,129,188.3
61,0.09,13:32,129,188.3
62,0.09,13:24,128,188.3
63,0.09,13:01,128,188.3
64,0.09,12:39,127,188.3
65,0.09,12:25,126,188.3
66,0.09,13:01,126,188.3
150,0.09,1676:24,94,184.4
151,0.09,924:54,95,184.4
152,0.1,419:06,95,184.4
153,0.1,285:20,95,184.4
154,0.1,214:34,96,184.4
155,0.1,214:34,102,184.4
156,0.1,9:51,104,184.4
157,0.1,10:38,108,184.4
158,0.1,10:48,111,184.4
159,0.11,11:10,111,184.4
160,0.11,11:27,112,184.4
161,0.11,11:21,114,184.4
162,0.11,10:48,116,184.4
163,0.11,11:05,117,185.0
164,0.11,11:10,118,185.0
165,0.12,11:10,118,185.0
166,0.12,11:27,118,184.4
167,0.12,11:33,119,184.4
168,0.12,11:39,119,184.4
169,0.12,12:18,119,184.4
170,0.12,12:04,118,184.4
171,0.12,12:39,120,185.0
172,0.12,13:24,120,185.0
173,0.13,13:24,120,185.7
174,0.13,12:53,121,185.7
175,0.13,12:39,121,185.0
176,0.13,12:18,122,185.0
177,0.13,12:11,122,185.0
178,0.13,12:18,122,185.0
179,0.13,12:18,122,185.0
180,0.13,13:16,122,185.7
181,0.14,13:58,123,185.7
182,0.14,13:49,123,185.7
183,0.14,13:24,124,185.7
184,0.14,12:46,123,185.7
185,0.14,12:04,124,185.7
186,0.14,11:21,124,185.7
187,0.14,11:21,123,185.7
188,0.15,11:16,123,185.7
189,0.15,11:21,123,185.7
190,0.15,11:45,123,185.7
191,0.15,12:04,123,186.4
192,0.15,11:52,122,186.4
193,0.15,12:18,123,186.4
194,0.15,12:25,123,186.4
195,0.16,12:04,124,186.4
196,0.16,11:27,126,186.4
197,0.16,11:27,127,186.4
198,0.16,11:21,128,186.4
199,0.16,11:45,129,187.0
200,0.16,12:32,128,187.0
201,0.16,13:32,129,187.0
202,0.17,13:32,129,187.7
203,0.17,12:53,129,187.7
204,0.17,12:11,130,187.7
205,0.17,10:59,129,188.3
206,0.17,10:09,130,188.3
207,0.17,10:14,130,188.3
208,0.17,10:33,131,188.3
209,0.18,10:38,131,188.3
210,0.18,11:27,132,188.3
211,0.18,12:39,131,188.3
212,0.18,12:53,132,188.3
213,0.18,12:53,132,188.3
214,0.18,13:32,132,188.3
215,0.18,13:24,132,188.3
216,0.19,12:39,133,188.3
217,0.19,12:11,133,188.3
218,0.19,12:32,133,188.3
219,0.19,11:58,135,188.3
220,0.19,11:21,136,188.3
221,0.19,11:58,135,187.7
222,0.19,11:39,136,187.7
223,0.2,11:21,136,187.7
224,0.2,11:39,137,188.3
225,0.2,11:45,137,188.3
226,0.2,11:21,137,188.3
227,0.2,12:04,137,189.0
228,0.2,12:11,138,189.0
229,0.2,12:11,137,189.0
230,0.2,12:32,139,189.0
231,0.21,12:46,139,189.0
232,0.21,12:39,139,189.0
233,0.21,12:18,139,189.6
234,0.21,12:46,139,189.6
235,0.21,12:53,139,189.6
236,0.21,13:24,138,189.6
237,0.21,14:07,139,189.6
238,0.21,14:34,139,190.3
239,0.22,14:07,138,190.3
240,0.22,14:34,138,189.6
241,0.22,14:54,137,189.6
242,0.22,14:34,137,189.6
243,0.22,13:58,137,189.6
244,0.22,13:24,137,190.3
