elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,79,158.8
1,0.0,,81,156.8
2,0.0,,81,156.8
3,0.0,,81,156.2
4,0.0,,81,156.2
5,0.0,,81,156.2
6,0.0,,80,156.2
7,0.0,,80,156.2
8,0.0,,79,156.8
9,0.0,,79,156.8
10,0.0,,78,156.8
11,0.0,,78,156.8
12,0.0,78:53,77,156.8
13,0.0,40:38,77,156.8
14,0.0,27:22,78,156.8
15,0.0,20:37,78,157.5
16,0.01,16:33,78,157.5
17,0.01,16:45,78,157.5
18,0.01,16:33,79,158.1
19,0.01,16:33,79,158.8
20,0.01,16:33,79,158.8
21,0.01,16:21,79,158.8
22,0.01,16:33,79,158.8
23,0.01,16:33,79,158.8
24,0.01,16:21,79,158.8
25,0.01,15:57,79,158.8
26,0.02,15:57,80,158.8
27,0.02,15:35,80,159.4
28,0.02,15:57,82,159.4
29,0.02,16:21,83,160.1
30,0.02,16:45,84,160.1
31,0.02,17:25,84,160.8
32,0.02,17:52,84,160.8
33,0.02,18:07,85,160.8
34,0.02,18:22,85,160.8
35,0.02,18:37,85,160.8
36,0.02,18:37,85,161.4
37,0.02,23:31,86,161.4
38,0.02,31:11,86,162.1
39,0.02,46:14,86,162.1
40,0.03,25:18,86,162.1
41,0.03,18:53,87,162.7
42,0.03,13:32,87,162.7
43,0.03,13:32,87,162.7
44,0.03,13:32,88,162.7
45,0.03,19:43,88,162.7
46,0.03,29:09,89,162.7
47,0.03,47:53,90,162.7
48,0.03,33:31,91,163.4
49,0.03,23:31,92,164.0
50,0.04,20:37,92,164.0
51,0.04,20:57,92,164.7
52,0.04,21:37,92,164.7
53,0.04,20:57,93,164.7
54,0.04,21:59,93,164.7
55,0.04,23:31,94,164.7
56,0.04,22:21,94,164.0
57,0.04,21:37,95,164.0
58,0.04,22:21,95,163.4
59,0.04,20:01,95,163.4
60,0.04,18:22,95,163.4
61,0.05,15:14,96,163.4
62,0.05,15:24,96,163.4
63,0.05,16:09,96,163.4
64,0.05,15:46,96,164.0
65,0.05,18:07,97,164.0
66,0.05,23:56,97,164.0
67,0.05,23:31,97,163.4
68,0.05,21:37,97,163.4
69,0.05,29:09,97,163.4
70,0.05,26:17,98,163.4
71,0.05,22:21,98,163.4
72,0.05,20:19,98,163.4
73,0.05,21:17,98,163.4
74,0.05,20:01,99,163.4
75,0.06,19:43,98,163.4
76,0.06,19:09,98,163.4
77,0.06,20:01,98,163.4
78,0.06,19:09,98,163.4
79,0.06,18:37,98,163.4
80,0.06,19:09,98,163.4
81,0.06,20:57,98,163.4
82,0.06,21:37,99,163.4
83,0.06,22:21,98,163.4
84,0.06,23:31,98,163.4
85,0.06,23:56,98,163.4
86,0.06,22:21,98,163.4
87,0.07,20:01,98,163.4
88,0.07,18:53,98,163.4
89,0.07,17:38,98,163.4
90,0.07,16:21,98,163.4
91,0.07,16:21,98,162.7
92,0.07,15:46,98,162.7
93,0.07,16:33,98,162.7
94,0.07,15:04,98,162.7
95,0.07,13:08,97,162.7
96,0.08,12:46,98,162.7
97,0.08,13:32,98,162.1
98,0.08,12:46,97,162.1
99,0.08,14:16,97,161.4
100,0.08,18:53,97,161.4
101,0.08,19:26,98,161.4
102,0.08,20:19,98,161.4
103,0.08,20:57,98,161.4
104,0.08,21:59,98,161.4
105,0.08,19:09,98,162.1
106,0.08,23:56,98,162.1
107,0.08,22:43,98,162.1
108,0.09,23:07,99,162.7
109,0.09,22:21,99,162.7
110,0.09,21:37,99,162.7
111,0.09,16:58,99,162.7
112,0.09,19:26,99,162.7
113,0.09,17:11,99,162.7
114,0.09,15:24,99,162.7
115,0.09,13:08,99,162.7
116,0.1,11:58,99,162.7
117,0.1,9:26,99,162.7
118,0.1,9:34,99,162.7
119,0.1,9:43,99,162.7
150,0.1,308:18,81,162.7
151,0.1,260:24,82,162.1
152,0.1,155:02,84,162.1
153,0.1,119:44,84,162.7
154,0.11,97:53,84,162.7
155,0.11,12:39,84,162.7
156,0.11,13:16,84,162.1
157,0.11,13:58,85,162.1
158,0.11,14:16,85,162.1
159,0.11,14:16,85,162.1
160,0.11,14:25,85,162.1
161,0.11,14:25,85,162.1
162,0.12,13:49,85,162.1
163,0.12,13:24,85,162.1
164,0.12,13:24,85,162.1
165,0.12,13:49,86,162.1
166,0.12,14:16,86,162.1
167,0.12,14:34,86,161.4
168,0.12,14:34,87,161.4
169,0.12,15:35,88,161.4
170,0.12,15:46,88,161.4
171,0.13,15:24,89,161.4
172,0.13,16:33,90,161.4
173,0.13,17:52,90,161.4
174,0.13,17:52,91,160.8
175,0.13,17:38,91,160.8
176,0.13,18:22,92,160.8
177,0.13,16:58,92,160.8
178,0.13,15:57,92,160.8
179,0.13,15:04,91,160.8
180,0.14,13:58,91,160.8
181,0.14,13:01,91,160.8
182,0.14,14:07,91,160.8
183,0.14,14:07,91,160.8
184,0.14,14:16,91,161.4
185,0.14,15:14,91,161.4
186,0.14,15:57,91,160.8
187,0.14,15:04,91,160.8
188,0.14,15:24,91,160.8
189,0.14,15:35,91,160.1
190,0.15,15:46,92,160.1
191,0.15,16:09,92,160.1
192,0.15,16:58,92,160.1
193,0.15,16:45,92,160.8
194,0.15,16:45,92,160.8
195,0.15,16:09,92,160.8
196,0.15,16:45,93,160.8
197,0.15,16:09,93,160.8
198,0.15,16:58,93,160.8
199,0.15,17:25,93,160.8
200,0.16,17:38,93,160.8
201,0.16,16:09,93,160.8
202,0.16,15:35,93,160.8
203,0.16,15:24,93,160.8
204,0.16,14:44,94,160.8
205,0.16,14:34,94,160.8
206,0.16,14:54,94,161.4
207,0.16,15:14,94,162.1
208,0.17,13:24,94,162.1
209,0.17,13:08,94,162.7
210,0.17,12:46,93,162.7
211,0.17,11:58,94,162.7
212,0.17,11:45,94,162.7
213,0.17,12:39,94,162.7
214,0.17,13:01,94,162.7
215,0.17,13:24,95,162.7
216,0.18,14:44,95,162.7
217,0.18,15:14,95,162.7
218,0.18,15:14,95,162.7
219,0.18,14:34,95,162.7
220,0.18,13:41,96,162.7
221,0.18,13:01,96,162.7
222,0.18,13:16,96,162.7
223,0.18,13:41,97,162.7
224,0.18,14:44,97,163.4
225,0.19,16:09,97,163.4
226,0.19,16:58,97,163.4
227,0.19,16:45,98,163.4
228,0.19,15:46,98,163.4
229,0.19,15:46,98,164.0
230,0.19,14:54,98,164.0
231,0.19,14:07,98,164.0
232,0.19,13:41,97,164.7
233,0.19,14:34,98,164.7
234,0.2,13:24,98,164.7
235,0.2,13:49,97,164.7
236,0.2,14:44,98,165.4
237,0.2,15:24,98,165.4
238,0.2,15:24,98,166.0
239,0.2,16:45,98,166.0
240,0.2,17:25,98,166.0
241,0.2,16:21,98,166.7
242,0.2,15:57,98,166.7
243,0.21,15:24,99,166.7
244,0.21,14:44,99,166.7
245,0.21,13:41,100,166.7
246,0.21,13:41,100,167.3
247,0.21,14:07,101,167.3
248,0.21,13:41,101,167.3
249,0.21,12:53,101,167.3
250,0.21,13:49,102,167.3
251,0.21,14:25,103,167.3
252,0.22,14:07,103,167.3
253,0.22,15:04,103,168.0
254,0.22,17:11,103,168.0
255,0.22,16:45,104,168.6
256,0.22,15:57,104,168.6
257,0.22,15:24,104,168.6
258,0.22,15:24,104,169.3
259,0.22,14:25,104,169.3
260,0.22,14:44,105,169.3
261,0.23,15:46,105,169.9
262,0.23,15:46,104,169.9
263,0.23,14:16,104,169.9
264,0.23,15:35,104,169.9
265,0.23,15:35,105,169.9
266,0.23,14:25,105,169.9
267,0.23,14:54,105,169.9
268,0.23,16:09,105,169.9
269,0.24,13:41,105,170.6
270,0.24,12:46,105,170.6
271,0.24,13:01,105,170.6
272,0.24,13:08,105,170.6
273,0.24,13:16,105,170.6
274,0.24,15:04,105,170.6
275,0.24,16:21,106,170.6
276,0.24,16:45,106,170.6
