elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,79,183.7
1,0.0,,79,183.7
2,0.0,29:48,77,183.7
3,0.0,20:07,78,183.7
4,0.0,18:29,80,184.4
5,0.0,20:37,80,184.4
6,0.01,15:14,81,183.7
7,0.01,13:49,81,183.7
8,0.01,13:41,81,183.7
9,0.01,12:46,82,183.1
10,0.01,10:59,82,183.1
11,0.01,11:33,86,183.1
12,0.01,13:41,87,183.1
13,0.01,15:24,88,183.1
14,0.01,18:07,89,182.4
15,0.02,22:21,89,182.4
16,0.02,24:23,89,182.4
17,0.02,29:09,88,181.8
18,0.02,27:56,89,181.8
19,0.02,27:56,92,181.1
20,0.02,26:49,92,181.1
21,0.02,26:49,92,181.8
22,0.02,20:01,91,181.8
23,0.02,18:53,91,181.8
24,0.02,18:22,92,182.4
25,0.02,16:21,93,182.4
26,0.02,15:04,93,182.4
27,0.03,14:54,94,183.1
28,0.03,16:09,98,183.1
29,0.03,15:46,98,183.1
30,0.03,16:58,98,183.1
31,0.03,18:07,98,183.7
32,0.03,18:22,99,183.7
33,0.03,16:58,100,183.1
34,0.03,16:21,100,183.1
35,0.03,16:21,100,183.1
36,0.03,15:57,99,183.1
37,0.04,15:46,99,183.1
38,0.04,15:24,99,182.4
39,0.04,14:54,100,182.4
40,0.04,13:41,101,181.8
41,0.04,13:24,101,181.8
42,0.04,13:32,101,181.1
43,0.04,13:01,102,181.1
44,0.04,14:16,105,181.1
45,0.04,15:35,104,181.1
46,0.05,16:09,105,180.4
47,0.05,16:21,105,180.4
48,0.05,18:37,106,180.4
49,0.05,17:25,106,180.4
50,0.05,16:58,106,179.8
51,0.05,17:11,107,179.8
52,0.05,18:07,107,179.1
53,0.05,17:38,108,179.1
54,0.05,18:37,108,178.5
55,0.05,18:22,109,178.5
56,0.06,16:58,109,177.8
57,0.06,14:44,109,177.8
58,0.06,13:41,110,177.8
59,0.06,12:39,110,177.2
60,0.06,12:04,110,177.2
61,0.06,12:25,111,176.5
62,0.06,13:01,111,176.5
63,0.06,13:58,111,176.5
