elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,90,78.1
1,0.0,67:03,90,78.1
2,0.0,38:19,89,78.1
3,0.0,24:23,88,78.1
4,0.0,20:37,89,77.4
8,0.0,47:53,94,78.7
9,0.0,70:35,95,78.7
10,0.01,50:19,91,79.4
11,0.01,43:41,91,80.1
12,0.01,39:44,92,80.1
13,0.01,22:43,95,80.7
14,0.01,21:17,97,80.7
15,0.01,21:59,96,81.4
16,0.01,20:57,96,81.4
17,0.01,20:57,96,82.0
18,0.01,21:17,96,82.0
19,0.01,20:37,97,82.0
20,0.01,18:53,97,82.0
21,0.01,17:52,97,82.0
22,0.02,16:45,97,82.0
23,0.02,15:35,97,82.0
24,0.02,14:44,97,82.0
25,0.02,14:16,98,82.0
26,0.02,13:49,98,82.7
27,0.02,13:16,99,82.7
28,0.02,13:32,102,82.7
29,0.02,13:58,107,82.7
30,0.02,14:44,109,82.7
31,0.03,16:33,110,82.7
32,0.03,17:25,110,82.7
33,0.03,17:25,111,82.7
34,0.03,17:38,110,82.7
35,0.03,16:33,110,83.3
36,0.03,14:44,111,83.3
37,0.03,14:34,112,83.3
38,0.03,14:34,112,84.0
39,0.03,13:58,112,84.0
40,0.04,14:44,114,84.6
41,0.04,15:14,116,84.6
42,0.04,15:14,117,84.6
43,0.04,14:34,116,84.6
44,0.04,15:57,117,84.6
45,0.04,15:24,116,85.3
46,0.04,15:24,116,85.3
47,0.04,15:24,116,86.0
48,0.04,16:33,116,86.0
49,0.05,16:09,117,86.0
50,0.05,16:58,118,86.6
51,0.05,16:33,119,86.6
52,0.05,15:46,119,86.6
53,0.05,15:24,119,86.6
54,0.05,15:04,120,86.6
55,0.05,14:16,120,87.3
56,0.05,14:54,120,87.3
57,0.05,16:33,120,87.3
58,0.05,16:33,120,87.3
59,0.06,17:25,120,87.3
60,0.06,18:07,121,87.3
61,0.06,18:37,121,87.9
62,0.06,18:07,121,87.9
63,0.06,18:37,121,87.9
64,0.06,17:52,123,87.9
65,0.06,16:58,124,87.9
66,0.06,16:09,125,87.9
67,0.06,15:57,125,87.3
68,0.06,16:09,126,87.3
69,0.06,16:58,126,87.3
70,0.07,17:25,125,87.9
71,0.07,17:38,126,87.9
72,0.07,17:38,125,88.6
73,0.07,16:58,124,88.6
74,0.07,16:09,124,88.6
75,0.07,15:57,124,88.6
76,0.07,15:24,124,88.6
77,0.07,15:35,123,88.6
78,0.07,15:35,123,88.6
79,0.08,15:35,124,88.6
80,0.08,15:57,123,88.6
81,0.08,17:11,123,88.6
82,0.08,18:22,122,89.2
83,0.08,18:22,121,89.2
84,0.08,18:22,121,89.2
85,0.08,17:38,120,89.9
86,0.08,16:58,121,89.9
87,0.08,16:21,120,89.9
88,0.08,16:33,121,89.9
89,0.09,16:21,121,89.9
90,0.09,17:25,120,89.9
91,0.09,17:52,119,89.9
92,0.09,17:52,119,89.9
93,0.09,18:53,119,89.9
94,0.09,18:53,120,89.9
95,0.09,18:22,120,89.9
96,0.09,17:52,121,89.9
97,0.09,16:33,122,90.6
