elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,90,124.0
1,0.0,33:31,90,124.0
2,0.0,38:19,91,124.0
3,0.0,34:58,93,124.0
4,0.0,27:30,95,124.7
5,0.0,21:37,98,124.7
6,0.0,19:43,101,124.7
7,0.01,16:58,102,124.7
8,0.01,14:54,109,125.3
9,0.01,14:44,109,124.7
10,0.01,15:57,108,124.7
11,0.01,14:34,109,124.7
12,0.01,14:16,110,124.7
13,0.01,13:16,109,124.7
14,0.01,12:18,109,124.7
15,0.02,11:45,110,124.7
16,0.02,11:45,110,124.7
17,0.02,11:39,111,124.7
18,0.02,12:32,111,124.7
19,0.02,12:39,111,124.7
20,0.02,12:46,110,124.7
21,0.02,13:01,110,124.7
22,0.03,12:53,110,124.7
23,0.03,12:53,111,124.7
24,0.03,13:32,112,124.7
25,0.03,13:41,112,124.7
26,0.03,14:16,115,124.7
27,0.03,14:54,115,124.7
28,0.03,14:44,115,124.7
29,0.03,14:34,115,124.7
30,0.03,13:49,115,124.0
31,0.04,13:24,115,124.0
32,0.04,12:11,115,124.0
33,0.04,12:11,116,124.7
34,0.04,12:32,117,124.7
35,0.04,12:39,118,124.7
36,0.04,12:18,118,124.7
37,0.04,13:16,119,124.7
38,0.05,13:08,119,124.7
39,0.05,12:46,121,124.7
40,0.05,13:24,122,124.7
41,0.05,13:41,122,124.7
42,0.05,13:32,122,124.7
43,0.05,14:07,121,124.0
44,0.05,14:34,121,124.0
45,0.05,14:16,120,124.0
46,0.05,14:34,120,124.0
47,0.06,14:25,120,124.0
48,0.06,13:49,121,124.0
49,0.06,13:08,121,124.0
50,0.06,12:18,121,124.0
51,0.06,11:58,122,124.7
52,0.06,12:18,122,124.7
53,0.06,12:25,123,124.7
54,0.06,13:16,123,124.7
55,0.07,14:44,124,124.7
56,0.07,14:54,124,124.7
57,0.07,14:54,124,125.3
58,0.07,15:04,125,126.0
59,0.07,14:25,125,126.0
60,0.07,14:16,125,126.0
61,0.07,14:07,125,125.3
62,0.07,13:41,125,125.3
63,0.08,13:32,126,125.3
64,0.08,12:53,126,125.3
65,0.08,12:39,126,125.3
66,0.08,12:04,127,125.3
67,0.08,11:45,125,125.3
68,0.08,11:52,124,125.3
69,0.08,12:25,124,125.3
70,0.09,12:18,125,125.3
71,0.09,13:16,126,125.3
72,0.09,14:44,127,125.3
73,0.09,14:34,127,125.3
74,0.09,14:54,127,124.7
75,0.09,15:35,128,124.7
76,0.09,15:24,128,124.7
77,0.09,14:54,129,124.7
78,0.09,15:57,129,124.7
79,0.09,15:24,130,124.7
80,0.1,15:04,130,124.7
81,0.1,14:44,131,124.7
82,0.1,14:25,132,124.7
83,0.1,13:58,132,124.7
84,0.1,14:07,133,124.7
85,0.1,13:49,134,124.7
86,0.1,14:34,133,124.7
87,0.1,13:49,133,124.7
88,0.11,13:32,133,124.7
89,0.11,13:49,133,124.7
90,0.11,14:07,132,124.7
91,0.11,13:08,132,124.7
92,0.11,14:16,133,124.7
93,0.11,14:44,133,124.7
94,0.11,14:16,133,124.7
95,0.11,14:16,133,124.7
96,0.12,13:58,133,124.7
97,0.12,13:24,133,124.7
98,0.12,12:53,132,125.3
99,0.12,12:53,132,125.3
100,0.12,12:32,131,124.7
101,0.12,13:16,131,124.7
102,0.12,13:32,131,124.7
103,0.12,13:08,132,124.7
104,0.13,12:32,133,124.7
105,0.13,12:25,132,124.7
106,0.13,12:11,132,124.7
107,0.13,12:11,132,124.7
108,0.13,12:46,133,124.7
109,0.13,13:41,133,124.7
110,0.13,14:07,134,125.3
111,0.13,14:25,133,126.0
112,0.14,14:16,132,126.0
113,0.14,14:16,132,126.6
