elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,73,163.4
1,0.0,14:07,73,163.4
2,0.0,11:55,73,162.7
3,0.01,12:11,75,162.7
4,0.01,11:17,76,162.7
5,0.01,11:33,77,162.7
6,0.01,11:52,80,162.7
7,0.01,13:41,81,163.4
8,0.01,13:32,82,163.4
9,0.01,16:09,84,164.0
10,0.01,16:45,86,164.0
11,0.01,16:58,91,164.0
12,0.02,15:04,96,164.0
13,0.02,14:44,98,163.4
14,0.02,13:24,99,163.4
15,0.02,13:08,100,163.4
16,0.02,13:08,102,163.4
17,0.02,13:49,102,163.4
18,0.02,15:46,102,163.4
19,0.02,18:22,102,163.4
20,0.02,22:43,102,164.0
21,0.02,23:07,102,164.0
22,0.02,23:31,102,164.7
23,0.03,21:59,101,164.7
24,0.03,23:07,101,165.4
25,0.03,18:37,101,166.0
26,0.03,17:25,102,166.0
27,0.03,16:58,102,166.0
28,0.03,16:09,102,166.7
29,0.03,14:16,103,166.7
30,0.03,14:16,104,166.7
31,0.03,14:25,105,167.3
32,0.04,13:49,106,167.3
33,0.04,13:49,107,167.3
34,0.04,14:25,107,168.0
35,0.04,16:21,108,168.0
36,0.04,18:53,109,168.0
37,0.04,23:31,108,168.6
38,0.04,29:09,109,168.6
39,0.04,26:49,109,168.6
40,0.04,24:50,104,168.6
41,0.04,21:59,103,169.3
42,0.04,19:09,104,169.3
43,0.04,16:45,104,169.9
44,0.05,16:33,104,170.6
45,0.05,14:54,104,170.6
46,0.05,13:41,105,171.3
47,0.05,13:41,105,171.3
48,0.05,15:14,106,171.3
49,0.05,15:46,107,171.9
50,0.05,16:58,108,171.9
51,0.05,18:07,108,171.9
52,0.05,17:25,109,171.9
53,0.06,15:14,109,172.6
54,0.06,13:16,110,172.6
55,0.06,13:01,111,172.6
56,0.06,14:07,111,173.2
57,0.06,14:07,112,173.2
58,0.06,15:46,112,173.2
59,0.06,18:22,113,173.9
60,0.06,17:38,114,173.9
61,0.06,15:14,115,173.9
62,0.07,15:24,115,173.9
63,0.07,14:16,118,174.5
64,0.07,13:58,118,174.5
65,0.07,14:54,119,174.5
66,0.07,15:46,120,174.5
