elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,84,192.9
1,0.0,,84,192.9
2,0.0,,84,192.9
3,0.0,,84,193.6
4,0.0,,86,193.6
5,0.0,,87,193.6
6,0.0,,88,193.6
7,0.0,,91,193.6
8,0.0,,93,194.2
9,0.0,60:57,99,194.2
10,0.0,30:28,100,194.2
11,0.0,20:19,105,194.2
12,0.01,15:14,106,194.2
13,0.01,12:18,108,194.2
14,0.01,12:18,108,194.2
15,0.01,12:25,107,194.2
16,0.01,15:35,107,194.9
17,0.01,20:57,105,194.9
18,0.01,21:37,105,194.9
19,0.01,13:41,103,194.9
20,0.02,13:41,104,194.9
21,0.02,12:18,104,195.5
22,0.02,9:14,104,195.5
23,0.02,8:52,105,195.5
24,0.02,11:45,106,195.5
25,0.02,12:53,106,195.5
26,0.02,11:10,109,195.5
27,0.02,13:01,110,195.5
28,0.03,13:32,110,195.5
29,0.03,13:49,109,195.5
30,0.03,12:39,106,195.5
31,0.03,13:16,107,195.5
32,0.03,13:08,107,196.2
33,0.03,13:32,107,195.5
34,0.03,13:16,109,196.2
35,0.03,13:49,115,196.2
36,0.04,14:16,116,195.5
37,0.04,14:25,117,195.5
38,0.04,14:44,118,195.5
39,0.04,15:04,118,195.5
40,0.04,13:58,119,195.5
41,0.04,14:07,119,195.5
42,0.04,13:58,120,195.5
43,0.04,13:41,120,194.9
44,0.05,13:32,120,194.9
45,0.05,14:16,120,194.9
46,0.05,13:58,120,194.9
47,0.05,13:49,121,194.2
48,0.05,13:58,121,194.2
49,0.05,13:58,121,193.6
50,0.05,13:41,122,193.6
51,0.05,13:58,121,193.6
52,0.05,14:07,122,193.6
53,0.06,13:24,123,194.2
54,0.06,13:32,122,194.2
55,0.06,13:16,122,194.2
56,0.06,13:24,122,194.2
57,0.06,13:32,122,194.2
58,0.06,13:49,122,193.6
59,0.06,14:16,123,194.2
60,0.06,15:24,123,194.2
61,0.07,15:24,124,194.2
62,0.07,16:09,124,194.2
63,0.07,16:21,124,193.6
64,0.07,15:35,124,193.6
65,0.07,14:54,126,193.6
66,0.07,13:41,126,193.6
67,0.07,13:16,125,193.6
68,0.07,13:16,126,194.2
69,0.07,13:08,126,193.6
70,0.08,12:46,126,193.6
71,0.08,13:32,126,193.6
72,0.08,12:53,126,193.6
73,0.08,12:46,125,193.6
74,0.08,12:46,125,194.2
75,0.08,12:32,125,194.2
76,0.08,12:04,125,194.2
