elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,79,112.2
1,0.0,22:21,79,112.2
2,0.0,19:52,79,112.2
3,0.0,19:09,80,112.2
4,0.0,19:09,87,112.2
5,0.01,19:09,88,112.2
6,0.01,18:07,88,112.2
7,0.01,16:58,90,112.2
8,0.01,16:45,90,111.5
9,0.01,15:57,91,111.5
10,0.01,15:14,92,111.5
11,0.01,15:04,93,111.5
12,0.01,15:35,94,110.9
13,0.01,16:33,95,110.9
14,0.01,16:21,95,110.9
15,0.02,15:57,96,110.9
16,0.02,15:24,97,110.9
17,0.02,15:46,98,110.9
18,0.02,13:58,99,110.9
19,0.02,14:16,98,110.9
20,0.02,14:34,98,110.9
21,0.02,14:34,100,110.2
22,0.02,13:49,100,110.2
23,0.03,14:07,100,110.2
24,0.03,15:14,102,110.2
25,0.03,16:33,101,109.6
26,0.03,17:52,102,109.6
27,0.03,19:09,103,109.6
28,0.03,21:17,103,110.2
29,0.03,19:09,103,110.2
30,0.03,17:38,102,110.2
31,0.03,17:11,102,109.6
32,0.03,16:45,102,109.6
33,0.03,16:58,104,109.6
34,0.04,16:58,105,108.9
35,0.04,17:25,106,108.9
36,0.04,17:11,106,109.6
37,0.04,17:38,105,109.6
38,0.04,17:11,104,108.9
39,0.04,16:58,104,108.9
40,0.04,15:57,106,108.9
41,0.04,15:46,107,108.9
42,0.04,15:04,108,108.9
43,0.04,13:58,110,108.9
44,0.05,13:58,109,108.9
45,0.05,14:07,108,108.9
46,0.05,13:58,106,108.9
47,0.05,14:34,106,108.9
48,0.05,15:35,106,108.3
49,0.05,15:24,107,108.3
50,0.05,15:04,107,107.6
51,0.05,15:46,109,107.6
52,0.06,14:44,110,107.6
53,0.06,13:24,111,107.0
54,0.06,13:08,111,107.0
55,0.06,13:08,111,107.0
56,0.06,12:53,111,107.0
57,0.06,12:32,109,107.0
58,0.06,13:32,104,107.0
59,0.06,14:34,101,107.0
60,0.06,15:24,96,106.3
61,0.07,15:14,94,106.3
62,0.07,16:09,88,106.3
63,0.07,16:09,86,105.6
64,0.07,14:07,87,105.6
65,0.07,14:07,93,105.6
66,0.07,13:24,99,105.6
67,0.07,13:01,105,105.6
68,0.07,12:53,105,105.0
69,0.08,14:07,104,105.0
70,0.08,13:16,104,105.0
71,0.08,13:58,104,105.0
72,0.08,15:04,105,105.0
73,0.08,14:54,108,105.0
74,0.08,14:44,113,104.3
75,0.08,14:25,117,104.3
76,0.08,13:24,119,103.7
77,0.09,12:18,120,103.7
78,0.09,12:25,120,104.3
79,0.09,11:52,121,104.3
80,0.09,12:18,122,104.3
81,0.09,13:16,123,104.3
82,0.09,14:34,124,104.3
83,0.09,14:34,124,103.7
84,0.09,14:44,125,104.3
85,0.1,14:25,126,104.3
86,0.1,13:32,126,104.3
87,0.1,12:53,125,104.3
88,0.1,12:53,125,104.3
89,0.1,13:16,126,104.3
90,0.1,12:53,127,104.3
91,0.1,13:08,127,103.7
92,0.1,13:01,127,103.7
93,0.11,12:32,127,103.7
94,0.11,12:04,127,103.0
95,0.11,12:46,127,103.0
96,0.11,12:46,126,103.0
